"TimeUTC","timestampInMs","requestPath","requestMethod","requestQueryString","responseStatusCode","requestId","requestUserAgent","level","environment","branch","vercelCache","type","function","host","deploymentDomain","deploymentId","durationMs","region","maxMemoryUsed","memorySize","message","projectId","traceId","sessionId","invocationId","instanceId","concurrency"
"2025-12-02 21:19:27",1764710367662,"train-data-three.vercel.app/api/conversations/1e1e3991-e846-4ade-b69a-d225d56dc420/download/enriched","GET","",-1,"kx457-1764710367026-cafe7bfd896b","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","info","production","main","","lambda","/api/conversations/[id]/download/enriched","train-data-three.vercel.app","train-data-three.vercel.app","dpl_GuaqXsVpzwT677AvAAS3KFttDXSd",-1,"iad1",-1,-1,"[getPresignedDownloadUrl] ✅ Generated signed URL (expires in 1 hour)","prj_UfszjwayvL7tjgoovVcF0mC2178i","","","01KBGEYFY6AHYMYKDE33FCZJKM","",-1
"2025-12-02 21:19:27",1764710367503,"train-data-three.vercel.app/api/conversations/1e1e3991-e846-4ade-b69a-d225d56dc420/download/enriched","GET","",-1,"kx457-1764710367026-cafe7bfd896b","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","info","production","main","","lambda","/api/conversations/[id]/download/enriched","train-data-three.vercel.app","train-data-three.vercel.app","dpl_GuaqXsVpzwT677AvAAS3KFttDXSd",-1,"iad1",-1,-1,"[getPresignedDownloadUrl] Generating signed URL for path: 00000000-0000-0000-0000-000000000000/1e1e3991-e846-4ade-b69a-d225d56dc420/enriched.json","prj_UfszjwayvL7tjgoovVcF0mC2178i","","","01KBGEYFY6AHYMYKDE33FCZJKM","",-1
"2025-12-02 21:19:27",1764710367174,"train-data-three.vercel.app/api/conversations/1e1e3991-e846-4ade-b69a-d225d56dc420/download/enriched","GET","",200,"kx457-1764710367026-cafe7bfd896b","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","info","production","main","","lambda","/api/conversations/[id]/download/enriched","train-data-three.vercel.app","train-data-three.vercel.app","dpl_GuaqXsVpzwT677AvAAS3KFttDXSd",481,"iad1",133,2048,"","prj_UfszjwayvL7tjgoovVcF0mC2178i","","","01KBGEYFY6AHYMYKDE33FCZJKM","6oRf7mY3Ex7H",1
"2025-12-02 21:19:27",1764710367124,"train-data-three.vercel.app/api/conversations/1e1e3991-e846-4ade-b69a-d225d56dc420/download/enriched","GET","",-1,"kx457-1764710367026-cafe7bfd896b","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","info","production","main","","edge-middleware","/middleware","train-data-three.vercel.app","train-data-three.vercel.app","dpl_GuaqXsVpzwT677AvAAS3KFttDXSd",-1,"sfo1",-1,-1,"","prj_UfszjwayvL7tjgoovVcF0mC2178i","","","01KBGEYFSYCTMQR3QWMGFK46CN","",-1
"2025-12-02 21:19:27",1764710367038,"train-data-three.vercel.app/api/conversations/1e1e3991-e846-4ade-b69a-d225d56dc420/download/enriched","GET","",200,"kx457-1764710367026-cafe7bfd896b","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","info","production","main","","edge-middleware","/middleware","train-data-three.vercel.app","train-data-three.vercel.app","dpl_GuaqXsVpzwT677AvAAS3KFttDXSd",-1,"sfo1",-1,-1,"[conversations] /enriched status=200","prj_UfszjwayvL7tjgoovVcF0mC2178i","","","01KBGEYFSYCTMQR3QWMGFK46CN","BVxcqtYM6b2g",-1
"2025-12-02 21:17:38",1764710258321,"train-data-three.vercel.app/api/conversations/1e1e3991-e846-4ade-b69a-d225d56dc420/download/enriched","GET","",-1,"97zdg-1764710257721-01a52e884072","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","info","production","main","","lambda","/api/conversations/[id]/download/enriched","train-data-three.vercel.app","train-data-three.vercel.app","dpl_GuaqXsVpzwT677AvAAS3KFttDXSd",-1,"iad1",-1,-1,"[getPresignedDownloadUrl] ✅ Generated signed URL (expires in 1 hour)","prj_UfszjwayvL7tjgoovVcF0mC2178i","","","01KBGEV55NYY7WN1VG4EMSS0RT","",-1
"2025-12-02 21:17:38",1764710258168,"train-data-three.vercel.app/api/conversations/1e1e3991-e846-4ade-b69a-d225d56dc420/download/enriched","GET","",-1,"97zdg-1764710257721-01a52e884072","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","info","production","main","","lambda","/api/conversations/[id]/download/enriched","train-data-three.vercel.app","train-data-three.vercel.app","dpl_GuaqXsVpzwT677AvAAS3KFttDXSd",-1,"iad1",-1,-1,"[getPresignedDownloadUrl] Generating signed URL for path: 00000000-0000-0000-0000-000000000000/1e1e3991-e846-4ade-b69a-d225d56dc420/enriched.json","prj_UfszjwayvL7tjgoovVcF0mC2178i","","","01KBGEV55NYY7WN1VG4EMSS0RT","",-1
"2025-12-02 21:17:37",1764710257845,"train-data-three.vercel.app/api/conversations/1e1e3991-e846-4ade-b69a-d225d56dc420/download/enriched","GET","",200,"97zdg-1764710257721-01a52e884072","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","info","production","main","","lambda","/api/conversations/[id]/download/enriched","train-data-three.vercel.app","train-data-three.vercel.app","dpl_GuaqXsVpzwT677AvAAS3KFttDXSd",470,"iad1",133,2048,"","prj_UfszjwayvL7tjgoovVcF0mC2178i","","","01KBGEV55NYY7WN1VG4EMSS0RT","6oRf7mY3Ex7H",1
"2025-12-02 21:17:37",1764710257806,"train-data-three.vercel.app/api/conversations/1e1e3991-e846-4ade-b69a-d225d56dc420/download/enriched","GET","",-1,"97zdg-1764710257721-01a52e884072","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","info","production","main","","edge-middleware","/middleware","train-data-three.vercel.app","train-data-three.vercel.app","dpl_GuaqXsVpzwT677AvAAS3KFttDXSd",-1,"sfo1",-1,-1,"","prj_UfszjwayvL7tjgoovVcF0mC2178i","","","01KBGEV52AE2R21CWVCVZAE4PF","",-1
"2025-12-02 21:17:37",1764710257738,"train-data-three.vercel.app/api/conversations/1e1e3991-e846-4ade-b69a-d225d56dc420/download/enriched","GET","",200,"97zdg-1764710257721-01a52e884072","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","info","production","main","","edge-middleware","/middleware","train-data-three.vercel.app","train-data-three.vercel.app","dpl_GuaqXsVpzwT677AvAAS3KFttDXSd",-1,"sfo1",-1,-1,"[conversations] /enriched status=200","prj_UfszjwayvL7tjgoovVcF0mC2178i","","","01KBGEV52AE2R21CWVCVZAE4PF","BVxcqtYM6b2g",-1
"2025-12-02 21:17:30",1764710250513,"train-data-three.vercel.app/api/conversations/89a5f588-1dc8-4def-a5ff-5e6dacece180/download/enriched","GET","",-1,"d94nx-1764710249925-df515d6220f4","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","info","production","main","","lambda","/api/conversations/[id]/download/enriched","train-data-three.vercel.app","train-data-three.vercel.app","dpl_GuaqXsVpzwT677AvAAS3KFttDXSd",-1,"iad1",-1,-1,"[getPresignedDownloadUrl] ✅ Generated signed URL (expires in 1 hour)","prj_UfszjwayvL7tjgoovVcF0mC2178i","","","01KBGETXHVWC12Z8N36P6W28B5","",-1
"2025-12-02 21:17:30",1764710250361,"train-data-three.vercel.app/api/conversations/89a5f588-1dc8-4def-a5ff-5e6dacece180/download/enriched","GET","",-1,"d94nx-1764710249925-df515d6220f4","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","info","production","main","","lambda","/api/conversations/[id]/download/enriched","train-data-three.vercel.app","train-data-three.vercel.app","dpl_GuaqXsVpzwT677AvAAS3KFttDXSd",-1,"iad1",-1,-1,"[getPresignedDownloadUrl] Generating signed URL for path: 00000000-0000-0000-0000-000000000000/89a5f588-1dc8-4def-a5ff-5e6dacece180/enriched.json","prj_UfszjwayvL7tjgoovVcF0mC2178i","","","01KBGETXHVWC12Z8N36P6W28B5","",-1
"2025-12-02 21:17:30",1764710250043,"train-data-three.vercel.app/api/conversations/89a5f588-1dc8-4def-a5ff-5e6dacece180/download/enriched","GET","",200,"d94nx-1764710249925-df515d6220f4","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","info","production","main","","lambda","/api/conversations/[id]/download/enriched","train-data-three.vercel.app","train-data-three.vercel.app","dpl_GuaqXsVpzwT677AvAAS3KFttDXSd",463,"iad1",133,2048,"","prj_UfszjwayvL7tjgoovVcF0mC2178i","","","01KBGETXHVWC12Z8N36P6W28B5","6oRf7mY3Ex7H",1
"2025-12-02 21:17:30",1764710250003,"train-data-three.vercel.app/api/conversations/89a5f588-1dc8-4def-a5ff-5e6dacece180/download/enriched","GET","",-1,"d94nx-1764710249925-df515d6220f4","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","info","production","main","","edge-middleware","/middleware","train-data-three.vercel.app","train-data-three.vercel.app","dpl_GuaqXsVpzwT677AvAAS3KFttDXSd",-1,"sfo1",-1,-1,"","prj_UfszjwayvL7tjgoovVcF0mC2178i","","","01KBGETXEBXMGK21AR9ZFEA9EZ","",-1
"2025-12-02 21:17:29",1764710249931,"train-data-three.vercel.app/api/conversations/89a5f588-1dc8-4def-a5ff-5e6dacece180/download/enriched","GET","",200,"d94nx-1764710249925-df515d6220f4","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","info","production","main","","edge-middleware","/middleware","train-data-three.vercel.app","train-data-three.vercel.app","dpl_GuaqXsVpzwT677AvAAS3KFttDXSd",-1,"sfo1",-1,-1,"[conversations] /enriched status=200","prj_UfszjwayvL7tjgoovVcF0mC2178i","","","01KBGETXEBXMGK21AR9ZFEA9EZ","BVxcqtYM6b2g",-1
"2025-12-02 21:17:24",1764710244929,"train-data-three.vercel.app/api/conversations","GET","page=1&limit=25",200,"fx4xp-1764710244800-6aad5d79cc51","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","info","production","main","","lambda","/api/conversations","train-data-three.vercel.app","train-data-three.vercel.app","dpl_GuaqXsVpzwT677AvAAS3KFttDXSd",263,"iad1",133,2048,"","prj_UfszjwayvL7tjgoovVcF0mC2178i","","","01KBGETRJ1HHVT3YA53CEKDRM8","6oRf7mY3Ex7H",1
"2025-12-02 21:17:24",1764710244874,"train-data-three.vercel.app/api/conversations","GET","page=1&limit=25",-1,"fx4xp-1764710244800-6aad5d79cc51","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","info","production","main","","edge-middleware","/middleware","train-data-three.vercel.app","train-data-three.vercel.app","dpl_GuaqXsVpzwT677AvAAS3KFttDXSd",-1,"sfo1",-1,-1,"","prj_UfszjwayvL7tjgoovVcF0mC2178i","","","01KBGETREAQE4NW7CFKKDWE2V8","",-1
"2025-12-02 21:17:24",1764710244810,"train-data-three.vercel.app/api/conversations","GET","page=1&limit=25",200,"fx4xp-1764710244800-6aad5d79cc51","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","info","production","main","","edge-middleware","/middleware","train-data-three.vercel.app","train-data-three.vercel.app","dpl_GuaqXsVpzwT677AvAAS3KFttDXSd",-1,"sfo1",-1,-1,"","prj_UfszjwayvL7tjgoovVcF0mC2178i","","","01KBGETREAQE4NW7CFKKDWE2V8","BVxcqtYM6b2g",-1
"2025-12-02 21:17:24",1764710244760,"train-data-three.vercel.app/conversations","GET","",-1,"wwzvr-1764710244661-0c5911b21668","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","info","production","main","","edge-middleware","/middleware","train-data-three.vercel.app","train-data-three.vercel.app","dpl_GuaqXsVpzwT677AvAAS3KFttDXSd",-1,"sfo1",-1,-1,"","prj_UfszjwayvL7tjgoovVcF0mC2178i","","","01KBGETR9Z3C4MJC7RV4ST5DVH","",-1
"2025-12-02 21:17:24",1764710244670,"train-data-three.vercel.app/conversations","GET","",200,"wwzvr-1764710244661-0c5911b21668","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","info","production","main","","edge-middleware","/middleware","train-data-three.vercel.app","train-data-three.vercel.app","dpl_GuaqXsVpzwT677AvAAS3KFttDXSd",-1,"sfo1",-1,-1,"","prj_UfszjwayvL7tjgoovVcF0mC2178i","","","01KBGETR9Z3C4MJC7RV4ST5DVH","BVxcqtYM6b2g",-1
"2025-12-02 21:17:22",1764710242607,"train-data-three.vercel.app/api/conversations/bulk-enrich","POST","",-1,"6xtlg-1764710232149-d3abf1080b46","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","info","production","main","","lambda","/api/conversations/bulk-enrich","train-data-three.vercel.app","train-data-three.vercel.app","dpl_GuaqXsVpzwT677AvAAS3KFttDXSd",-1,"iad1",-1,-1,"[BulkEnrich] Complete - 4/4 enriched, 0 failed, 0 skipped","prj_UfszjwayvL7tjgoovVcF0mC2178i","","","01KBGETC5RXBAMPQ0X6FYP5PWK","",-1
"2025-12-02 21:17:22",1764710242607,"train-data-three.vercel.app/api/conversations/bulk-enrich","POST","",-1,"6xtlg-1764710232149-d3abf1080b46","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","info","production","main","","lambda","/api/conversations/bulk-enrich","train-data-three.vercel.app","train-data-three.vercel.app","dpl_GuaqXsVpzwT677AvAAS3KFttDXSd",-1,"iad1",-1,-1,"[BulkEnrich] ✅ 89a5f588-1dc8-4def-a5ff-5e6dacece180 enriched successfully","prj_UfszjwayvL7tjgoovVcF0mC2178i","","","01KBGETC5RXBAMPQ0X6FYP5PWK","",-1
"2025-12-02 21:17:22",1764710242607,"train-data-three.vercel.app/api/conversations/bulk-enrich","POST","",-1,"6xtlg-1764710232149-d3abf1080b46","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","info","production","main","","lambda","/api/conversations/bulk-enrich","train-data-three.vercel.app","train-data-three.vercel.app","dpl_GuaqXsVpzwT677AvAAS3KFttDXSd",-1,"iad1",-1,-1,"[Pipeline] ✅✅✅ Pipeline complete for 89a5f588-1dc8-4def-a5ff-5e6dacece180","prj_UfszjwayvL7tjgoovVcF0mC2178i","","","01KBGETC5RXBAMPQ0X6FYP5PWK","",-1
"2025-12-02 21:17:22",1764710242470,"train-data-three.vercel.app/api/conversations/bulk-enrich","POST","",-1,"6xtlg-1764710232149-d3abf1080b46","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","info","production","main","","lambda","/api/conversations/bulk-enrich","train-data-three.vercel.app","train-data-three.vercel.app","dpl_GuaqXsVpzwT677AvAAS3KFttDXSd",-1,"iad1",-1,-1,"[Pipeline] ✅ Storage complete: 00000000-0000-0000-0000-000000000000/89a5f588-1dc8-4def-a5ff-5e6dacece180/enriched.json","prj_UfszjwayvL7tjgoovVcF0mC2178i","","","01KBGETC5RXBAMPQ0X6FYP5PWK","",-1
"2025-12-02 21:17:22",1764710242470,"train-data-three.vercel.app/api/conversations/bulk-enrich","POST","",-1,"6xtlg-1764710232149-d3abf1080b46","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","info","production","main","","lambda","/api/conversations/bulk-enrich","train-data-three.vercel.app","train-data-three.vercel.app","dpl_GuaqXsVpzwT677AvAAS3KFttDXSd",-1,"iad1",-1,-1,"[Storage] ✅ Enriched file stored at 00000000-0000-0000-0000-000000000000/89a5f588-1dc8-4def-a5ff-5e6dacece180/enriched.json","prj_UfszjwayvL7tjgoovVcF0mC2178i","","","01KBGETC5RXBAMPQ0X6FYP5PWK","",-1
"2025-12-02 21:17:22",1764710242087,"train-data-three.vercel.app/api/conversations/bulk-enrich","POST","",-1,"6xtlg-1764710232149-d3abf1080b46","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","info","production","main","","lambda","/api/conversations/bulk-enrich","train-data-three.vercel.app","train-data-three.vercel.app","dpl_GuaqXsVpzwT677AvAAS3KFttDXSd",-1,"iad1",-1,-1,"[Pipeline] Stage 5: Storing enriched JSON","prj_UfszjwayvL7tjgoovVcF0mC2178i","","","01KBGETC5RXBAMPQ0X6FYP5PWK","",-1
"2025-12-02 21:17:22",1764710242087,"train-data-three.vercel.app/api/conversations/bulk-enrich","POST","",-1,"6xtlg-1764710232149-d3abf1080b46","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","info","production","main","","lambda","/api/conversations/bulk-enrich","train-data-three.vercel.app","train-data-three.vercel.app","dpl_GuaqXsVpzwT677AvAAS3KFttDXSd",-1,"iad1",-1,-1,"[Pipeline] ✅ Normalization complete (63817 bytes)","prj_UfszjwayvL7tjgoovVcF0mC2178i","","","01KBGETC5RXBAMPQ0X6FYP5PWK","",-1
"2025-12-02 21:17:22",1764710242085,"train-data-three.vercel.app/api/conversations/bulk-enrich","POST","",-1,"6xtlg-1764710232149-d3abf1080b46","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","info","production","main","","lambda","/api/conversations/bulk-enrich","train-data-three.vercel.app","train-data-three.vercel.app","dpl_GuaqXsVpzwT677AvAAS3KFttDXSd",-1,"iad1",-1,-1,"[Pipeline] Stage 4: Normalizing JSON","prj_UfszjwayvL7tjgoovVcF0mC2178i","","","01KBGETC5RXBAMPQ0X6FYP5PWK","",-1
"2025-12-02 21:17:22",1764710242085,"train-data-three.vercel.app/api/conversations/bulk-enrich","POST","",-1,"6xtlg-1764710232149-d3abf1080b46","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","info","production","main","","lambda","/api/conversations/bulk-enrich","train-data-three.vercel.app","train-data-three.vercel.app","dpl_GuaqXsVpzwT677AvAAS3KFttDXSd",-1,"iad1",-1,-1,"[Pipeline] ✅ Enrichment complete (7 training pairs)","prj_UfszjwayvL7tjgoovVcF0mC2178i","","","01KBGETC5RXBAMPQ0X6FYP5PWK","",-1
"2025-12-02 21:17:22",1764710242085,"train-data-three.vercel.app/api/conversations/bulk-enrich","POST","",-1,"6xtlg-1764710232149-d3abf1080b46","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","info","production","main","","lambda","/api/conversations/bulk-enrich","train-data-three.vercel.app","train-data-three.vercel.app","dpl_GuaqXsVpzwT677AvAAS3KFttDXSd",-1,"iad1",-1,-1,"[Enrichment] ✅ Copied input_parameters to enriched JSON","prj_UfszjwayvL7tjgoovVcF0mC2178i","","","01KBGETC5RXBAMPQ0X6FYP5PWK","",-1
