"TimeUTC","timestampInMs","requestPath","requestMethod","requestQueryString","responseStatusCode","requestId","requestUserAgent","level","environment","branch","vercelCache","type","function","host","deploymentDomain","deploymentId","durationMs","region","maxMemoryUsed","memorySize","message","projectId","traceId","sessionId","invocationId","instanceId","concurrency"
"2025-11-28 21:40:52",1764366052073,"train-data-three.vercel.app/api/batch-jobs","GET","",200,"95247-1764366051769-9ff316e4782d","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","info","production","main","","lambda","/api/batch-jobs","train-data-three.vercel.app","train-data-three.vercel.app","dpl_4T17u7iY2YbAKnfsKV9mNsGGLeMm",607,"iad1",143,2048,"","prj_UfszjwayvL7tjgoovVcF0mC2178i","","","01KB66JTQ98ZKFR006558F8DYN","wzuB7yfTS9Yz",1
"2025-11-28 21:40:52",1764366052036,"train-data-three.vercel.app/api/batch-jobs","GET","",-1,"95247-1764366051769-9ff316e4782d","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","info","production","main","","edge-middleware","/middleware","train-data-three.vercel.app","train-data-three.vercel.app","dpl_4T17u7iY2YbAKnfsKV9mNsGGLeMm",-1,"sfo1",-1,-1,"","prj_UfszjwayvL7tjgoovVcF0mC2178i","","","01KB66JTE395HNXGFHEN72GSGB","",-1
"2025-11-28 21:40:51",1764366051778,"train-data-three.vercel.app/api/batch-jobs","GET","",200,"95247-1764366051769-9ff316e4782d","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","info","production","main","","edge-middleware","/middleware","train-data-three.vercel.app","train-data-three.vercel.app","dpl_4T17u7iY2YbAKnfsKV9mNsGGLeMm",-1,"sfo1",-1,-1,"","prj_UfszjwayvL7tjgoovVcF0mC2178i","","","01KB66JTE395HNXGFHEN72GSGB","Y4sXeS0KLsGg",-1
"2025-11-28 21:36:17",1764365777282,"train-data-three.vercel.app/batch-jobs/7b34038c-252c-457e-a0b6-215d021efd20","GET","",200,"c8kk9-1764365777017-d08c62d201f1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","info","production","main","","lambda","/batch-jobs/[id]","train-data-three.vercel.app","train-data-three.vercel.app","dpl_4T17u7iY2YbAKnfsKV9mNsGGLeMm",145,"iad1",102,2048,"","prj_UfszjwayvL7tjgoovVcF0mC2178i","","","01KB66AEC2DN3Y7TV249RP4EBE","OiYXVTuBjXoK",1
"2025-11-28 21:36:17",1764365777106,"train-data-three.vercel.app/batch-jobs/7b34038c-252c-457e-a0b6-215d021efd20","GET","",-1,"c8kk9-1764365777017-d08c62d201f1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","info","production","main","","edge-middleware","/middleware","train-data-three.vercel.app","train-data-three.vercel.app","dpl_4T17u7iY2YbAKnfsKV9mNsGGLeMm",-1,"sfo1",-1,-1,"","prj_UfszjwayvL7tjgoovVcF0mC2178i","","","01KB66AE4A6B8D8DTXD695GVDS","",-1
"2025-11-28 21:36:17",1764365777033,"train-data-three.vercel.app/batch-jobs/7b34038c-252c-457e-a0b6-215d021efd20","GET","",200,"c8kk9-1764365777017-d08c62d201f1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","info","production","main","","edge-middleware","/middleware","train-data-three.vercel.app","train-data-three.vercel.app","dpl_4T17u7iY2YbAKnfsKV9mNsGGLeMm",-1,"sfo1",-1,-1,"","prj_UfszjwayvL7tjgoovVcF0mC2178i","","","01KB66AE4A6B8D8DTXD695GVDS","Y4sXeS0KLsGg",-1
"2025-11-28 21:36:02",1764365762135,"train-data-three.vercel.app/api/conversations/batch/7b34038c-252c-457e-a0b6-215d021efd20/status","GET","",200,"phrn2-1764365762034-036abeb818c3","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","info","production","main","","lambda","/api/conversations/batch/[id]/status","train-data-three.vercel.app","train-data-three.vercel.app","dpl_4T17u7iY2YbAKnfsKV9mNsGGLeMm",33,"iad1",143,2048,"","prj_UfszjwayvL7tjgoovVcF0mC2178i","","","01KB669ZJQX7JMHFWCT7H98FN5","wzuB7yfTS9Yz",1
"2025-11-28 21:36:02",1764365762098,"train-data-three.vercel.app/api/conversations/batch/7b34038c-252c-457e-a0b6-215d021efd20/status","GET","",-1,"phrn2-1764365762034-036abeb818c3","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","info","production","main","","edge-middleware","/middleware","train-data-three.vercel.app","train-data-three.vercel.app","dpl_4T17u7iY2YbAKnfsKV9mNsGGLeMm",-1,"sfo1",-1,-1,"","prj_UfszjwayvL7tjgoovVcF0mC2178i","","","01KB669ZFN4S10ZFXBTDDKYYT5","",-1
"2025-11-28 21:36:02",1764365762037,"train-data-three.vercel.app/api/conversations/batch/7b34038c-252c-457e-a0b6-215d021efd20/status","GET","",200,"phrn2-1764365762034-036abeb818c3","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","info","production","main","","edge-middleware","/middleware","train-data-three.vercel.app","train-data-three.vercel.app","dpl_4T17u7iY2YbAKnfsKV9mNsGGLeMm",-1,"sfo1",-1,-1,"[conversations] /status status=200","prj_UfszjwayvL7tjgoovVcF0mC2178i","","","01KB669ZFN4S10ZFXBTDDKYYT5","Y4sXeS0KLsGg",-1
"2025-11-28 21:36:01",1764365761904,"train-data-three.vercel.app/batch-jobs/7b34038c-252c-457e-a0b6-215d021efd20","GET","",200,"phrn2-1764365761794-66c56b6419a1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36","info","production","main","","lambda","/batch-jobs/[id]","train-data-three.vercel.app","train-data-three.vercel.app","dpl_4T17u7iY2YbAKnfsKV9mNsGGLeMm",41,"iad1",102,2048,"","prj_UfszjwayvL7tjgoovVcF0mC2178i","","","01KB669ZBG0ZSYXPM1157KQP0V","OiYXVTuBjXoK",1
